super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,validation_check,validation_checks_cumulative,mean_val_filtered_MRR,best_mean_val_filtered_MRR,cycle_seconds,batches_no_changes,train_loss_no_changes,val_raw_MRR_no_changes,val_filtered_MRR_no_changes,val_Hits@1_no_changes,val_Hits@3_no_changes,val_Hits@10_no_changes,val_accuracy_no_changes,val_precision_no_changes,val_recall_no_changes,val_macro_f1_no_changes,batches_universal_edges,train_loss_universal_edges,val_raw_MRR_universal_edges,val_filtered_MRR_universal_edges,val_Hits@1_universal_edges,val_Hits@3_universal_edges,val_Hits@10_universal_edges,val_accuracy_universal_edges,val_precision_universal_edges,val_recall_universal_edges,val_macro_f1_universal_edges,batches_all_inverse_edges,train_loss_all_inverse_edges,val_raw_MRR_all_inverse_edges,val_filtered_MRR_all_inverse_edges,val_Hits@1_all_inverse_edges,val_Hits@3_all_inverse_edges,val_Hits@10_all_inverse_edges,val_accuracy_all_inverse_edges,val_precision_all_inverse_edges,val_recall_all_inverse_edges,val_macro_f1_all_inverse_edges
11,"universal_edges,all_inverse_edges,no_changes",33,33,3,0.6931471824645996,1,11,0.0004698580693608771,0.0007639824373958012,9.108789221849293,1,0.6931471824645996,0.00020640059665311128,0.00020750172552652657,0.0,0.0,0.0,0.4980935023976631,0.49921737496594354,0.48982201713909035,0.3484660489259208,1,0.6931471824645996,0.0005304670194163918,0.0005316301831044257,0.0,0.0003295978905735003,0.000988793671720501,0.4993020279964326,0.500245837130264,0.503197099538563,0.3498832333095667,1,0.6931471824645996,0.0006702963728457689,0.000670442299451679,0.00016479894528675015,0.00016479894528675015,0.0014831905075807514,0.5004782400765184,0.49995666181797166,0.49943638760711934,0.3501746020259271
12,"no_changes,universal_edges,all_inverse_edges",36,36,3,0.6931471824645996,1,12,0.00036993120738770813,0.0007639824373958012,9.110823607072234,1,0.6931471824645996,0.00019931427959818393,0.00019954350136686116,0.0,0.00016479894528675015,0.00016479894528675015,0.4978802331743508,0.4986874338371141,0.4829301252471984,0.34792170578169296,1,0.6931471824645996,0.0004512650484684855,0.0004515130422078073,0.0,0.00016479894528675015,0.0006591957811470006,0.49788669587808754,0.4999171238480349,0.4989222148978246,0.34896112227553255,1,0.6931471824645996,0.0004572325269691646,0.0004587370785884559,0.0,0.0003295978905735003,0.000988793671720501,0.49872684736386313,0.4988448233173091,0.48497692814765986,0.3484385554130084
13,"universal_edges,no_changes,all_inverse_edges",39,39,3,0.6931471824645996,1,13,0.0004530199124322583,0.0007639824373958012,9.11751196696423,1,0.6931471824645996,0.00015806028386577964,0.00015822247951291502,0.0,0.0,0.0,0.5010921969315083,0.4981924046083471,0.476493078444298,0.3489516682695604,1,0.6931471824645996,0.0005578134441748261,0.00055792456259951,0.00016479894528675015,0.0003295978905735003,0.0006591957811470006,0.49790608398929775,0.49907342022045015,0.48794990112063286,0.3482594392493731,1,0.6931471824645996,0.0006428108317777514,0.00064291269518435,0.00016479894528675015,0.0003295978905735003,0.0011535926170072512,0.5011891374875593,0.4985563660339632,0.48122610415293343,0.349306243256742
14,"all_inverse_edges,no_changes,universal_edges",42,42,3,0.6931471824645996,1,14,0.00032946051214821637,0.0007639824373958012,9.102189160184935,1,0.6931471824645996,0.00020066775323357433,0.00020137254614382982,0.0,0.00016479894528675015,0.00016479894528675015,0.5005687179288327,0.49870591915873924,0.48317073170731706,0.34915379940715263,1,0.6931471824645996,0.00033103060559369624,0.00033116209669969976,0.0,0.0,0.0004943968358602505,0.49967686481316326,0.4990559367985021,0.48772247857613715,0.34904786265507987,1,0.6931471824645996,0.0004557173524517566,0.0004558468936011195,0.0,0.0003295978905735003,0.0008239947264337508,0.49995476107384285,0.49874394654149423,0.48366512854317734,0.34890873781415793
15,"universal_edges,no_changes,all_inverse_edges",45,45,3,0.6931471824645996,1,15,0.0005518709658645093,0.0007639824373958012,9.091193252010271,1,0.6931471824645996,0.0002618447470013052,0.0002620213199406862,0.0,0.00016479894528675015,0.0003295978905735003,0.5005751806325694,0.49996046339475503,0.49948582729070534,0.35022188487614886,1,0.6931471824645996,0.0005795276956632733,0.0005796024342998862,0.00016479894528675015,0.00016479894528675015,0.0011535926170072512,0.4986363695115488,0.5000582915640109,0.500758075148319,0.3494217673425667,1,0.6931471824645996,0.0008139166166074574,0.0008139891433529556,0.0003295978905735003,0.0006591957811470006,0.0014831905075807514,0.49966393940568976,0.49997440261372417,0.4996671061305208,0.34981919802804323
16,"no_changes,all_inverse_edges,universal_edges",48,48,3,0.6931471824645996,1,16,0.00042256837089856464,0.0007639824373958012,9.078911791089922,1,0.6931471824645996,0.00023015002079773694,0.00023019767832010984,0.0,0.0,0.00016479894528675015,0.4987914744012305,0.5010702985105049,0.5139189189189189,0.35034249278634766,1,0.6931471824645996,0.0005326534155756235,0.0005332258297130466,0.0,0.00016479894528675015,0.0013183915622940012,0.5006139568549899,0.5013280251922637,0.5172709294660515,0.3513935356303323,1,0.6931471824645996,0.0005037822411395609,0.0005042816046625376,0.0,0.00016479894528675015,0.0008239947264337508,0.4982486072873447,0.5006764469350727,0.5087969676994067,0.34976379745641556
17,"universal_edges,no_changes,all_inverse_edges",51,51,3,0.6931471824645996,1,17,0.0005519644473679364,0.0007639824373958012,9.108594412216917,1,0.6931471824645996,0.000531004392541945,0.0005311168497428298,0.00016479894528675015,0.00016479894528675015,0.0006591957811470006,0.5032119637571575,0.5023240468913273,0.53022412656559,0.3534222741579439,1,0.6931471824645996,0.0005560832796618342,0.0005562117439694703,0.00016479894528675015,0.00016479894528675015,0.0004943968358602505,0.501609213230447,0.5015533298720967,0.5202010547132498,0.3520386729985963,1,0.6931471824645996,0.000568455143366009,0.0005685647483915091,0.0,0.0004943968358602505,0.000988793671720501,0.501951736528494,0.5019517365284941,0.5253823335530652,0.352531034217475
18,"all_inverse_edges,no_changes,universal_edges",54,54,3,0.6931471824645996,1,18,0.0006803850022455057,0.0007639824373958012,9.065388191957027,1,0.6931471824645996,0.0006259374786168337,0.0006279264343902469,0.00016479894528675015,0.0004943968358602505,0.0008239947264337508,0.5000646270373673,0.5018777589828921,0.5244199077125906,0.35160307656367,1,0.6931471824645996,0.0006896481500007212,0.0006897198036313057,0.00016479894528675015,0.00016479894528675015,0.0016479894528675016,0.5027918880142697,0.5018605053517115,0.5241957811470006,0.35283885653611874,1,0.6931471824645996,0.0007233551586978137,0.0007235087687149644,0.0,0.0004943968358602505,0.0011535926170072512,0.5007884498558817,0.502055154076998,0.5267270929466051,0.3520842141396876
19,"universal_edges,no_changes,all_inverse_edges",57,57,3,0.6931471824645996,1,19,0.0008277310407720506,0.0008277310407720506,9.145430548116565,1,0.6931471824645996,0.0005834231851622462,0.0005836689379066229,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.49966393940568976,0.5013280381936666,0.5172709294660514,0.3509584283501691,1,0.6931471824645996,0.0006370263290591538,0.0006372727802954614,0.0,0.0003295978905735003,0.0013183915622940012,0.4994700582935877,0.5009602909843607,0.5124884640738299,0.3505609545528974,1,0.6931471824645996,0.001262105768546462,0.0012622514041140676,0.0006591957811470006,0.0011535926170072512,0.001977587343441002,0.5,0.5015647512234002,0.5203493737640079,0.351311062148047
20,"all_inverse_edges,no_changes,universal_edges",60,60,3,0.6931471824645996,1,20,0.000442361847187082,0.0008277310407720506,9.115460885921493,1,0.6931471824645996,0.00019714921654667705,0.00019738177070394158,0.0,0.0,0.00016479894528675015,0.4980288753602957,0.49869326414892184,0.4830059327620303,0.34799400900716504,1,0.6931471824645996,0.0006285823765210807,0.0006286331918090582,0.0,0.0004943968358602505,0.0018127883981542518,0.5017966316388124,0.49933774559633715,0.4913876071193144,0.35024688868635173,1,0.6931471824645996,0.0005009633023291826,0.0005010705790482461,0.0,0.00016479894528675015,0.000988793671720501,0.4963421096850078,0.49901206284814237,0.48715227422544494,0.347496745131685
21,"universal_edges,no_changes,all_inverse_edges",63,63,3,0.6931471824645996,1,21,0.00026734348890992504,0.0008277310407720506,9.094699148088694,1,0.6931471824645996,0.00018561448086984456,0.00018572525004856288,0.0,0.0,0.00016479894528675015,0.49941835666369383,0.4987974282171523,0.48436058009228744,0.3487115271539135,1,0.6931471824645996,0.00033305390388704836,0.00033313376479782164,0.0,0.0,0.0004943968358602505,0.4984748019181305,0.49959246729959084,0.4947000659195781,0.3489557858594739,1,0.6931471824645996,0.0002829180157277733,0.00028317145188339055,0.0,0.0,0.0003295978905735003,0.4979383975079814,0.49924854670172925,0.4902274225444957,0.348421847614933
22,"universal_edges,all_inverse_edges,no_changes",66,66,3,0.6931471824645996,1,22,0.0004155197724079092,0.0008277310407720506,9.089489827863872,1,0.6931471824645996,0.00019106757827103138,0.00019178719958290458,0.0,0.0,0.00016479894528675015,0.4979448602117182,0.49842918123630187,0.47957152274225445,0.34773251368211516,1,0.6931471824645996,0.0005223804037086666,0.0005227160872891545,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.4961353031654323,0.4989294359158186,0.48607778510217536,0.3473332044859049,1,0.6931471824645996,0.0005319249466992915,0.0005320560303516686,0.00016479894528675015,0.00016479894528675015,0.0006591957811470006,0.4943451342303566,0.4979029276869466,0.4727290705339486,0.3456572392767811
23,"universal_edges,no_changes,all_inverse_edges",69,69,3,0.6931471824645996,1,23,0.000563827061948056,0.0008277310407720506,9.11784197599627,1,0.6931471824645996,0.0001513578463345766,0.00015164093929342926,0.0,0.0,0.0,0.4994118939599571,0.49784092698464544,0.4719215557020435,0.34789518185182633,1,0.6931471824645996,0.000639232574030757,0.0006394079537130892,0.00016479894528675015,0.0003295978905735003,0.000988793671720501,0.5004976281877286,0.49855410477309947,0.48119644034278186,0.3489923933529252,1,0.6931471824645996,0.0009002187289297581,0.0009004322928376496,0.0003295978905735003,0.0006591957811470006,0.0014831905075807514,0.49905644525443665,0.4980753734563404,0.4749703361898484,0.34793459446492847
24,"all_inverse_edges,no_changes,universal_edges",72,72,3,0.6931471824645996,1,24,0.0004344143283863862,0.0008277310407720506,9.083825410110876,1,0.6931471824645996,0.00019958226766902953,0.00019978254567831755,0.0,0.0,0.0,0.5012990034510838,0.4999515927009959,0.49937046802900464,0.3505431913100105,1,0.6931471824645996,0.0005523849395103753,0.0005525574670173228,0.0,0.0004943968358602505,0.0006591957811470006,0.5003748368167307,0.4996421427880805,0.4953460777851022,0.34986128953798773,1,0.6931471824645996,0.0005506019224412739,0.0005509029724635184,0.0,0.0004943968358602505,0.0011535926170072512,0.5001809557046286,0.4995103541980284,0.49363216875411997,0.3496616272442922
25,"universal_edges,no_changes,all_inverse_edges",75,75,3,0.6931471824645996,1,25,0.0003061589183441053,0.0008277310407720506,9.100832961965352,1,0.6931471824645996,0.00020274886628612876,0.0002028352755587548,0.0,0.0,0.00016479894528675015,0.5006979720035674,0.5008718315202461,0.5113381674357285,0.3510477728339243,1,0.6931471824645996,0.0004611878248397261,0.00046146922977641225,0.00016479894528675015,0.0003295978905735003,0.0004943968358602505,0.5026626339395349,0.5013338615687136,0.5173467369808833,0.3523348004035203,1,0.6931471824645996,0.0002540726854931563,0.0002541722496971488,0.0,0.0,0.0003295978905735003,0.5027337236806391,0.5005791205924296,0.5075313117996045,0.35172756096836466
26,"all_inverse_edges,universal_edges,no_changes",78,78,3,0.6931471824645996,1,26,0.0006045217645199349,0.0008277310407720506,9.104810065822676,1,0.6931471824645996,0.000972181383986026,0.0009722979157231748,0.0003295978905735003,0.0004943968358602505,0.001977587343441002,0.5022490209003839,0.502857533394008,0.5371621621621622,0.35342865227735176,1,0.6931471824645996,0.00040948568494059145,0.0004097461642231792,0.0,0.0,0.0004943968358602505,0.5021326922331226,0.5036477890230572,0.547439024390244,0.3540364789299084,1,0.6931471824645996,0.0004313323297537863,0.00043152121361345053,0.0,0.0,0.00016479894528675015,0.5009564801530368,0.5031918844378214,0.5415095583388266,0.3531124680731083
27,"all_inverse_edges,no_changes,universal_edges",81,81,3,0.6931471824645996,1,27,0.0006141629031238457,0.0008277310407720506,9.09527205885388,1,0.6931471824645996,0.0006206235848367214,0.0006206973339430988,0.00016479894528675015,0.0004943968358602505,0.000988793671720501,0.5022360954929104,0.5019753069713132,0.5256888595912986,0.35268118251231545,1,0.6931471824645996,0.0006352364434860647,0.0006353622302412987,0.00016479894528675015,0.0003295978905735003,0.000988793671720501,0.4993925058487469,0.5012056282199511,0.5156789716545814,0.35073136126916044,1,0.6931471824645996,0.0005863684928044677,0.0005864291451871395,0.0,0.00016479894528675015,0.0011535926170072512,0.500562255225096,0.5009658580911944,0.512560975609756,0.3510650306073288
28,"universal_edges,all_inverse_edges,no_changes",84,84,3,0.6931471824645996,1,28,0.0006147571160302808,0.0008277310407720506,9.089093430899084,1,0.6931471824645996,0.00021070815273560584,0.00021079121506772935,0.0,0.0,0.00016479894528675015,0.4996316258870061,0.5006437388374668,0.5083717864205669,0.35036868037904506,1,0.6931471824645996,0.0006531687686219811,0.0006533038686029613,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.5001357167784715,0.5003406225648015,0.5044297956493079,0.35034320301575167,1,0.6931471824645996,0.000979381613433361,0.0009801762644201517,0.0004943968358602505,0.0004943968358602505,0.0014831905075807514,0.5007949125596184,0.5014344693326535,0.5186552406064602,0.3515659016649537
29,"universal_edges,no_changes,all_inverse_edges",87,87,3,0.6931471824645996,1,29,0.0004339138007101913,0.0008277310407720506,9.099734788993374,1,0.6931471824645996,0.00018788539455272257,0.00018793143681250513,0.0,0.0,0.0,0.5002391200382592,0.4982707542004228,0.47751153592617007,0.3486343021426916,1,0.6931471824645996,0.000673262111376971,0.000674092152621597,0.0003295978905735003,0.0006591957811470006,0.0006591957811470006,0.5018289451574961,0.4981840024302709,0.4763843111404087,0.3492758804640726,1,0.6931471824645996,0.000439670606283471,0.0004397178126964718,0.0,0.00016479894528675015,0.000988793671720501,0.4989336538834387,0.4987411664857224,0.48362887277521427,0.34844441256194003
30,"no_changes,all_inverse_edges,universal_edges",90,90,3,0.6931471824645996,1,30,0.00025761103703795624,0.0008277310407720506,9.073398503940552,1,0.6931471824645996,0.00019155473273713142,0.00019160726515110582,0.0,0.0,0.00016479894528675015,0.4980159499528223,0.49680512310372804,0.45845088991430455,0.346384280261805,1,0.6931471824645996,0.0002974948729388416,0.0002975313109345734,0.0,0.0,0.0003295978905735003,0.5012408391174532,0.49797467243934707,0.47366183256427163,0.3488322600010563,1,0.6931471824645996,0.00028152280719950795,0.0002836945350281894,0.0,0.0,0.0003295978905735003,0.4968203497615262,0.4973170880428548,0.4651087673038893,0.34628209135351673
31,"universal_edges,no_changes,all_inverse_edges",93,93,3,0.6931471824645996,1,31,0.0004312061694993948,0.0008277310407720506,9.091204064898193,1,0.6931471824645996,0.00020921116811223328,0.00020931194012518972,0.0,0.0,0.0003295978905735003,0.4987720862900203,0.4982629246599619,0.4774093605800923,0.3479656204753647,1,0.6931471824645996,0.0006429192144423723,0.000643061357550323,0.00016479894528675015,0.0003295978905735003,0.000988793671720501,0.49890780306849175,0.49938591581705705,0.49201384311140406,0.34897831780279864,1,0.6931471824645996,0.00044107832945883274,0.00044124521082267165,0.0,0.00016479894528675015,0.0008239947264337508,0.4986945338451795,0.4986448597156939,0.48237640079103494,0.3482545400174334
32,"all_inverse_edges,no_changes,universal_edges",96,96,3,0.6931471824645996,1,32,0.0004647956423771878,0.0008277310407720506,9.101331188809127,1,0.6931471824645996,0.000293202989269048,0.0002932730130851269,0.0,0.0,0.0003295978905735003,0.5003037470756265,0.5005707456200369,0.5074225444957152,0.3506139648230232,1,0.6931471824645996,0.0004813050327356905,0.0004814474959857762,0.0,0.00016479894528675015,0.000988793671720501,0.4984683392143937,0.500598128651169,0.5077785102175346,0.34979865760520334,1,0.6931471824645996,0.0006194225279614329,0.0006196664180606604,0.0,0.0003295978905735003,0.0013183915622940012,0.5006527330774103,0.5008079647711378,0.5105075807514832,0.3509732670369291
33,"all_inverse_edges,no_changes,universal_edges",99,99,3,0.6931471824645996,1,33,0.0004409601291020711,0.0008277310407720506,9.053504877956584,1,0.6931471824645996,0.00025933142751455307,0.00025951358838938177,0.0,0.0,0.00016479894528675015,0.5008207633745654,0.5011001806436194,0.5143078444297957,0.351296322323635,1,0.6931471824645996,0.0005952152423560619,0.0005954623338766396,0.00016479894528675015,0.0004943968358602505,0.0011535926170072512,0.5027337236806391,0.5005791205924296,0.5075313117996045,0.35172756096836466,1,0.6931471824645996,0.0004672396171372384,0.000467904465040192,0.00016479894528675015,0.00016479894528675015,0.0004943968358602505,0.5009823309679837,0.5000261043577383,0.5003394858272907,0.35046251407588475
34,"all_inverse_edges,universal_edges,no_changes",102,102,3,0.6931471824645996,1,34,0.0004713988649503638,0.0008277310407720506,9.04147010622546,1,0.6931471824645996,0.00034423801116645336,0.00034618659992702305,0.0,0.00016479894528675015,0.0003295978905735003,0.499340804218853,0.501936333249871,0.5251812788398155,0.35131937913323386,1,0.6931471824645996,0.0005895233480259776,0.0005896344664506614,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.5021779311592798,0.5015259612106309,0.5198450889914304,0.3522757088719898,1,0.6931471824645996,0.0004781336756423116,0.00047837552847340703,0.0,0.00016479894528675015,0.0004943968358602505,0.5016609148603409,0.501480846401543,0.5192584047462097,0.35200124181260917
35,"all_inverse_edges,universal_edges,no_changes",105,105,3,0.6931471824645996,1,35,0.0004845910977261762,0.0008277310407720506,9.058408163953573,1,0.6931471824645996,0.0004137922078371048,0.0004138466320000589,0.0,0.00016479894528675015,0.0006591957811470006,0.500562255225096,0.5013011607639799,0.5169215557020435,0.35134727682194256,1,0.6931471824645996,0.0004677757970057428,0.0004684242303483188,0.0,0.00016479894528675015,0.0008239947264337508,0.503832383315884,0.501255574727075,0.5163282794990112,0.3528017774381466,1,0.6931471824645996,0.0005707831005565822,0.0005715024308301508,0.00016479894528675015,0.00016479894528675015,0.0004943968358602505,0.500368374112994,0.5008713254824074,0.511331575477917,0.3508968228591602
36,"no_changes,all_inverse_edges,universal_edges",108,108,3,0.6931471824645996,1,36,0.0002648600445051367,0.0008277310407720506,9.081301473081112,1,0.6931471824645996,0.00016605702694505453,0.00016610238526482135,0.0,0.0,0.0,0.5002520454457327,0.49906607025814176,0.48785431773236654,0.34931691867841586,1,0.6931471824645996,0.00027779029915109277,0.00027792947366833687,0.0,0.00016479894528675015,0.0003295978905735003,0.5007173601147776,0.4989477054884596,0.48631509558338826,0.3494267810610748,1,0.6931471824645996,0.0003504942578729242,0.0003505482745822519,0.0,0.00016479894528675015,0.0004943968358602505,0.5011762120800858,0.49937551663732177,0.491878707976269,0.3499982756929422
37,"all_inverse_edges,no_changes,universal_edges",111,111,3,0.6931471824645996,1,37,0.0004137348441872746,0.0008277310407720506,9.072046953020617,1,0.6931471824645996,0.0002863937115762383,0.0002864320995286107,0.00016479894528675015,0.00016479894528675015,0.00016479894528675015,0.4984748019181305,0.4971459975061212,0.4628839815425181,0.3468811320344927,1,0.6931471824645996,0.00036312261363491416,0.00036318236379884183,0.0,0.0,0.0004943968358602505,0.4992374009590652,0.4974118398585538,0.46634146341463417,0.34745066904788335,1,0.6931471824645996,0.0005915212095715106,0.0005915900692343712,0.00016479894528675015,0.0003295978905735003,0.000988793671720501,0.4980288753602957,0.497513503555456,0.4676631509558339,0.3469935161779493
