super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,validation_check,validation_checks_cumulative,mean_val_filtered_MRR,best_mean_val_filtered_MRR,cycle_seconds,batches_no_changes,train_loss_no_changes,batches_all_inverse_edges,train_loss_all_inverse_edges,batches_universal_edges,train_loss_universal_edges,val_raw_MRR_no_changes,val_filtered_MRR_no_changes,val_Hits@1_no_changes,val_Hits@3_no_changes,val_Hits@10_no_changes,val_accuracy_no_changes,val_precision_no_changes,val_recall_no_changes,val_macro_f1_no_changes,val_raw_MRR_all_inverse_edges,val_filtered_MRR_all_inverse_edges,val_Hits@1_all_inverse_edges,val_Hits@3_all_inverse_edges,val_Hits@10_all_inverse_edges,val_accuracy_all_inverse_edges,val_precision_all_inverse_edges,val_recall_all_inverse_edges,val_macro_f1_all_inverse_edges,val_raw_MRR_universal_edges,val_filtered_MRR_universal_edges,val_Hits@1_universal_edges,val_Hits@3_universal_edges,val_Hits@10_universal_edges,val_accuracy_universal_edges,val_precision_universal_edges,val_recall_universal_edges,val_macro_f1_universal_edges
22,"universal_edges,no_changes,all_inverse_edges",66,66,3,0.4966519276301066,0,2,,0.004641334836681684,4.68460258981213,1,0.6193135976791382,1,0.39676663279533386,1,0.4738755524158478,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"universal_edges,no_changes,all_inverse_edges",69,69,3,0.46759238839149475,0,2,,0.004641334836681684,4.678737698821351,1,0.5695844888687134,1,0.38466235995292664,1,0.44853031635284424,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"no_changes,universal_edges,all_inverse_edges",72,72,3,0.4306374788284302,0,2,,0.004641334836681684,4.69189413683489,1,0.419023722410202,1,0.36237600445747375,1,0.5105127096176147,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"universal_edges,no_changes,all_inverse_edges",75,75,3,0.4728739857673645,0,2,,0.004641334836681684,4.674883313942701,1,0.5757164359092712,1,0.3861064612865448,1,0.45679906010627747,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"universal_edges,no_changes,all_inverse_edges",78,78,3,0.45660829544067383,0,2,,0.004641334836681684,4.672309644985944,1,0.5502809882164001,1,0.3417774736881256,1,0.4777664244174957,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"all_inverse_edges,no_changes,universal_edges",81,81,3,0.39191022515296936,0,2,,0.004641334836681684,4.672491280129179,1,0.3572666049003601,1,0.32951804995536804,1,0.48894602060317993,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"all_inverse_edges,no_changes,universal_edges",84,84,3,0.4498654901981354,0,2,,0.004641334836681684,4.678689291933551,1,0.5556661486625671,1,0.3439079225063324,1,0.4500223994255066,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"no_changes,universal_edges,all_inverse_edges",87,87,3,0.4330753684043884,0,2,,0.004641334836681684,4.679338878020644,1,0.3787578344345093,1,0.4891873002052307,1,0.4312809705734253,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"no_changes,universal_edges,all_inverse_edges",90,90,3,0.4306005934874217,1,3,0.0070563376260300474,0.0070563376260300474,20.256210027029738,1,0.5354140400886536,1,0.3433576822280884,1,0.41303005814552307,0.006200689822435379,0.006213719956576824,0.0011535926170072512,0.004119973632168754,0.01021753460777851,0.8772861814468701,0.5440593948498851,0.7554021094264998,0.5505143329764852,0.00892328005284071,0.008951330557465553,0.001977587343441002,0.005603164139749505,0.015161502966381015,0.885028500523479,0.5500786972041494,0.778085036255768,0.5617202412512546,0.0059632593765854836,0.006003962364047766,0.000988793671720501,0.003131179960448253,0.009393539881344759,0.8818682383962154,0.5481215236641642,0.7725972313777192,0.5579100373171012
31,"no_changes,all_inverse_edges,universal_edges",93,93,3,0.3999427656332652,0,3,,0.0070563376260300474,4.678982659941539,1,0.3513665795326233,1,0.44524478912353516,1,0.4032169282436371,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"all_inverse_edges,no_changes,universal_edges",96,96,3,0.3852251370747884,0,3,,0.0070563376260300474,4.680611026007682,1,0.32483047246932983,1,0.30842524766921997,1,0.5224196910858154,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"all_inverse_edges,no_changes,universal_edges",99,99,3,0.33893513679504395,0,3,,0.0070563376260300474,4.682837425032631,1,0.29038533568382263,1,0.32777947187423706,1,0.39864060282707214,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"no_changes,all_inverse_edges,universal_edges",102,102,3,0.30934955676396686,0,3,,0.0070563376260300474,4.678389659849927,1,0.28099772334098816,1,0.2751425504684448,1,0.37190839648246765,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"all_inverse_edges,no_changes,universal_edges",105,105,3,0.3936935067176819,0,3,,0.0070563376260300474,4.685381766874343,1,0.5729655027389526,1,0.2531053423881531,1,0.35500967502593994,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"all_inverse_edges,no_changes,universal_edges",108,108,3,0.3917069335778554,0,3,,0.0070563376260300474,4.680624249856919,1,0.2914186418056488,1,0.4172097146511078,1,0.4664924442768097,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"universal_edges,no_changes,all_inverse_edges",111,111,3,0.3659631808598836,0,3,,0.0070563376260300474,4.682976610027254,1,0.49541258811950684,1,0.2500203549861908,1,0.35245659947395325,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"all_inverse_edges,no_changes,universal_edges",114,114,3,0.30312180519104004,0,3,,0.0070563376260300474,4.673876073909923,1,0.2547580897808075,1,0.23392757773399353,1,0.4206797480583191,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"universal_edges,no_changes,all_inverse_edges",117,117,3,0.33532915512720746,0,3,,0.0070563376260300474,4.68201620108448,1,0.2895947992801666,1,0.3775114119052887,1,0.338881254196167,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"universal_edges,no_changes,all_inverse_edges",120,120,3,0.290741299589475,1,4,0.009227721796681484,0.009227721796681484,20.29851360898465,1,0.23369674384593964,1,0.2148539125919342,1,0.42367324233055115,0.008210900239646435,0.008231734856963158,0.001977587343441002,0.004779169413315755,0.013678312458800263,0.9252846820996032,0.5716897098013061,0.7716446934739618,0.6018731070585636,0.012658251449465752,0.012693153694272041,0.003790375741595254,0.00873434410019776,0.02109426499670402,0.9313014592785037,0.578849898982725,0.7790738299274884,0.6127876694155153,0.006732633803039789,0.006758276838809252,0.0008239947264337508,0.0028015820698747526,0.012195121951219513,0.9321609988754895,0.578873029120434,0.7748286090969018,0.6127417454875419
41,"all_inverse_edges,universal_edges,no_changes",123,123,3,0.3671013166507085,0,4,,0.009227721796681484,4.686451306100935,1,0.5191513895988464,1,0.20620061457157135,1,0.37595194578170776,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"all_inverse_edges,universal_edges,no_changes",126,126,3,0.27336009840170544,0,4,,0.009227721796681484,4.678957992931828,1,0.24531982839107513,1,0.22723722457885742,1,0.3475232422351837,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"all_inverse_edges,universal_edges,no_changes",129,129,3,0.2563300281763077,0,4,,0.009227721796681484,4.674939154181629,1,0.23221418261528015,1,0.19897045195102692,1,0.33780544996261597,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"universal_edges,all_inverse_edges,no_changes",132,132,3,0.23717792828877768,0,4,,0.009227721796681484,4.70479278289713,1,0.20152270793914795,1,0.18854740262031555,1,0.3214636743068695,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"universal_edges,all_inverse_edges,no_changes",135,135,3,0.22088201344013214,0,4,,0.009227721796681484,4.683135505998507,1,0.1833220273256302,1,0.17295587062835693,1,0.3063681423664093,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"no_changes,all_inverse_edges,universal_edges",138,138,3,0.21595953404903412,0,4,,0.009227721796681484,4.676532051991671,1,0.17821389436721802,1,0.15938423573970795,1,0.3102804720401764,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"no_changes,universal_edges,all_inverse_edges",141,141,3,0.2557720293601354,0,4,,0.009227721796681484,4.678528864867985,1,0.16928181052207947,1,0.14746908843517303,1,0.4505651891231537,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"all_inverse_edges,universal_edges,no_changes",144,144,3,0.32146311302979785,0,4,,0.009227721796681484,4.675501646939665,1,0.5119407773017883,1,0.14057664573192596,1,0.3118719160556793,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"all_inverse_edges,no_changes,universal_edges",147,147,3,0.26042088866233826,0,4,,0.009227721796681484,4.677863006014377,1,0.1893092691898346,1,0.1712106168270111,1,0.42074277997016907,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"universal_edges,all_inverse_edges,no_changes",150,150,3,0.36199748516082764,1,5,0.017086131187776726,0.017086131187776726,20.31590472906828,1,0.4567323327064514,1,0.3220885396003723,1,0.3071715831756592,0.014258310198783875,0.014366255141794682,0.0036255767963085037,0.00906394199077126,0.02801582069874753,0.9489123269611075,0.5943129730585199,0.7426730388925511,0.6309599357798528,0.01989276520907879,0.020023886114358902,0.005767963085036256,0.012689518787079763,0.042518127883981544,0.9552328512156346,0.6090987219027006,0.7500955833882663,0.6483017189856191,0.016566455364227295,0.01686825230717659,0.003955174686882004,0.011371127224785761,0.034772577455504286,0.9547481484353795,0.6065803820191185,0.7446802900461438,0.6448643740217423
51,"no_changes,universal_edges,all_inverse_edges",153,153,3,0.2987855275472005,0,5,,0.017086131187776726,4.691411807900295,1,0.25648510456085205,1,0.26626887917518616,1,0.37360259890556335,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"all_inverse_edges,universal_edges,no_changes",156,156,3,0.35516734917958576,0,5,,0.017086131187776726,4.689593385905027,1,0.4889015853404999,1,0.25264182686805725,1,0.3239586353302002,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"no_changes,universal_edges,all_inverse_edges",159,159,3,0.3328414857387543,0,5,,0.017086131187776726,4.675290687941015,1,0.2503487765789032,1,0.38245001435279846,1,0.36572566628456116,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"universal_edges,no_changes,all_inverse_edges",162,162,3,0.40369904041290283,0,5,,0.017086131187776726,4.6760461470112205,1,0.4119285047054291,1,0.3431190550327301,1,0.4560495615005493,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"all_inverse_edges,universal_edges,no_changes",165,165,3,0.29751157760620117,0,5,,0.017086131187776726,4.682601972017437,1,0.22905749082565308,1,0.31063997745513916,1,0.3528372645378113,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"universal_edges,all_inverse_edges,no_changes",168,168,3,0.4092933734258016,0,5,,0.017086131187776726,4.686825876124203,1,0.3747881054878235,1,0.5361252427101135,1,0.3169667720794678,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"universal_edges,all_inverse_edges,no_changes",171,171,3,0.3583017885684967,0,5,,0.017086131187776726,4.677889360114932,1,0.5245082974433899,1,0.2349034547805786,1,0.3154936134815216,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"no_changes,universal_edges,all_inverse_edges",174,174,3,0.26675382753213245,0,5,,0.017086131187776726,4.678897111909464,1,0.24100574851036072,1,0.2368900030851364,1,0.32236573100090027,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"all_inverse_edges,no_changes,universal_edges",177,177,3,0.34910086790720624,0,5,,0.017086131187776726,4.690286024939269,1,0.21433481574058533,1,0.3858650326728821,1,0.44710275530815125,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"universal_edges,all_inverse_edges,no_changes",180,180,3,0.30395597219467163,1,6,0.026543234164516132,0.026543234164516132,20.337792955804616,1,0.46121442317962646,1,0.16522058844566345,1,0.285432904958725,0.0228629969060421,0.02358262985944748,0.006921555702043507,0.01911667765326302,0.05009887936717205,0.9414737549601251,0.5867735924114607,0.759713249835201,0.6230325172297437,0.03210337832570076,0.03324031084775925,0.012689518787079763,0.02851021753460778,0.07036914963744233,0.9534039060581385,0.6090032288351102,0.7662821357943309,0.6503246305017927,0.022111529484391212,0.022806761786341667,0.0065919578114700065,0.015326301911667766,0.04976928147659855,0.9454030788320602,0.5957571775246663,0.773506921555702,0.635432516086952
61,"all_inverse_edges,no_changes,universal_edges",183,183,3,0.19565126299858093,0,6,,0.026543234164516132,4.674322836101055,1,0.16292613744735718,1,0.1478147804737091,1,0.2762128710746765,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"all_inverse_edges,no_changes,universal_edges",186,186,3,0.18002085387706757,0,6,,0.026543234164516132,4.6797249731607735,1,0.14950533211231232,1,0.13261404633522034,1,0.25794318318367004,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"no_changes,all_inverse_edges,universal_edges",189,189,3,0.16666429738203684,0,6,,0.026543234164516132,4.684701838064939,1,0.1390843391418457,1,0.11664485931396484,1,0.2442636936903,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"universal_edges,all_inverse_edges,no_changes",192,192,3,0.2764344314734141,0,6,,0.026543234164516132,4.678042168030515,1,0.48377275466918945,1,0.11137016117572784,1,0.234160378575325,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"no_changes,all_inverse_edges,universal_edges",195,195,3,0.2298417091369629,0,6,,0.026543234164516132,4.686781808966771,1,0.14151272177696228,1,0.28482040762901306,1,0.26319199800491333,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"all_inverse_edges,no_changes,universal_edges",198,198,3,0.1789162407318751,0,6,,0.026543234164516132,4.686634767102078,1,0.1441965252161026,1,0.13894394040107727,1,0.25360825657844543,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"all_inverse_edges,universal_edges,no_changes",201,201,3,0.15844215204318365,0,6,,0.026543234164516132,4.683057788060978,1,0.12910765409469604,1,0.11866004019975662,1,0.22755876183509827,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"no_changes,all_inverse_edges,universal_edges",204,204,3,0.21487270295619965,0,6,,0.026543234164516132,4.68033739621751,1,0.12064675986766815,1,0.2567184269428253,1,0.26725292205810547,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"universal_edges,no_changes,all_inverse_edges",207,207,3,0.19565700242916742,0,6,,0.026543234164516132,4.6896340739913285,1,0.1223745122551918,1,0.10320247709751129,1,0.3613940179347992,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"all_inverse_edges,no_changes,universal_edges",210,210,3,0.256439633667469,1,7,0.044963691383600235,0.044963691383600235,20.33151150192134,1,0.10906227678060532,1,0.2733213007450104,1,0.3869353234767914,0.036700546741485596,0.03792782127857208,0.013183915622940013,0.03411338167435728,0.08487145682267634,0.9424625486318456,0.5952090799353429,0.7915491100856955,0.6359422637815072,0.053434550762176514,0.05546402931213379,0.02241265655899802,0.052900461437046804,0.11832564271588662,0.9463983352075174,0.6040962058684439,0.8040540540540541,0.648177486200243,0.03957017511129379,0.04149922356009483,0.015161502966381015,0.03642056690837179,0.09047462096242584,0.9470898445073481,0.6046722676858869,0.8011766644693474,0.6486804096491744
71,"all_inverse_edges,no_changes,universal_edges",213,213,3,0.2942224194606145,0,7,,0.044963691383600235,4.681357863824815,1,0.4183087944984436,1,0.13480965793132782,1,0.32954880595207214,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"all_inverse_edges,universal_edges,no_changes",216,216,3,0.19054694225390753,0,7,,0.044963691383600235,4.6730311589781195,1,0.13811275362968445,1,0.11797500401735306,1,0.31555306911468506,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"all_inverse_edges,no_changes,universal_edges",219,219,3,0.16105874627828598,0,7,,0.044963691383600235,4.682002811925486,1,0.10276170074939728,1,0.11600338667631149,1,0.26441115140914917,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"universal_edges,no_changes,all_inverse_edges",222,222,3,0.16706539193789163,0,7,,0.044963691383600235,4.693402228876948,1,0.13926920294761658,1,0.11123120784759521,1,0.25069576501846313,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"no_changes,universal_edges,all_inverse_edges",225,225,3,0.16187524298826853,0,7,,0.044963691383600235,4.688077238854021,1,0.11215989291667938,1,0.1042042076587677,1,0.2692616283893585,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"all_inverse_edges,no_changes,universal_edges",228,228,3,0.26981183886528015,0,7,,0.044963691383600235,4.686722408048809,1,0.4700416624546051,1,0.0889022946357727,1,0.25049155950546265,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"all_inverse_edges,no_changes,universal_edges",231,231,3,0.1630824406941732,0,7,,0.044963691383600235,4.687270520022139,1,0.13777685165405273,1,0.12143121659755707,1,0.23003925383090973,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"universal_edges,all_inverse_edges,no_changes",234,234,3,0.20504813641309738,0,7,,0.044963691383600235,4.6792539360467345,1,0.12392599135637283,1,0.27377206087112427,1,0.21744635701179504,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"all_inverse_edges,no_changes,universal_edges",237,237,3,0.1884144569436709,0,7,,0.044963691383600235,4.666924478020519,1,0.0995766744017601,1,0.2436598539352417,1,0.22200684249401093,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"universal_edges,all_inverse_edges,no_changes",240,240,3,0.1360889251033465,1,8,0.06984188035130501,0.06984188035130501,20.26729103596881,1,0.1053813248872757,1,0.10089433938264847,1,0.20199111104011536,0.05844142287969589,0.062237974256277084,0.024225444957152273,0.06147000659195781,0.14139749505603164,0.9666653741259194,0.6541183380812446,0.7883882663150956,0.6988856785976554,0.07872379571199417,0.0846039205789566,0.037079762689518785,0.08882663150955834,0.17930125247198417,0.96923753021314,0.6678930926382584,0.800036255767963,0.713598111582969,0.05861202999949455,0.06268374621868134,0.022083058668424523,0.06377719182597232,0.1432102834541859,0.9691922912869828,0.6672286324074008,0.7977521423862888,0.7124904527131398
81,"no_changes,universal_edges,all_inverse_edges",243,243,3,0.1755694548288981,0,8,,0.06984188035130501,4.674515784950927,1,0.09302578866481781,1,0.21818134188652039,1,0.21550123393535614,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"no_changes,universal_edges,all_inverse_edges",246,246,3,0.13597741474707922,0,8,,0.06984188035130501,4.689197997096926,1,0.12459364533424377,1,0.08255138248205185,1,0.20078721642494202,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"universal_edges,all_inverse_edges,no_changes",249,249,3,0.23056494941314062,0,8,,0.06984188035130501,4.6775428301189095,1,0.395709365606308,1,0.10545387119054794,1,0.19053161144256592,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"no_changes,all_inverse_edges,universal_edges",252,252,3,0.25422009577353794,0,8,,0.06984188035130501,4.677846631966531,1,0.39044731855392456,1,0.09498362988233566,1,0.27722933888435364,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"all_inverse_edges,no_changes,universal_edges",255,255,3,0.24239046374956766,0,8,,0.06984188035130501,4.684032923076302,1,0.397146075963974,1,0.07989621162414551,1,0.2501291036605835,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"all_inverse_edges,no_changes,universal_edges",258,258,3,0.14308307568232217,0,8,,0.06984188035130501,4.679483965970576,1,0.08984169363975525,1,0.1009044200181961,1,0.2385031133890152,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"no_changes,all_inverse_edges,universal_edges",261,261,3,0.2555578649044037,0,8,,0.06984188035130501,4.67719716206193,1,0.4597988426685333,1,0.09333720803260803,1,0.2135375440120697,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"universal_edges,no_changes,all_inverse_edges",264,264,3,0.22654063751300177,0,8,,0.06984188035130501,4.6932887099683285,1,0.1819615215063095,1,0.12486439198255539,1,0.3727959990501404,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"no_changes,all_inverse_edges,universal_edges",267,267,3,0.1825971951087316,0,8,,0.06984188035130501,4.682265884941444,1,0.1265631467103958,1,0.07402965426445007,1,0.3471987843513489,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"universal_edges,all_inverse_edges,no_changes",270,270,3,0.17373843242724737,1,9,0.08899070819218953,0.08899070819218953,20.323382411850616,1,0.08968401700258255,1,0.14397627115249634,1,0.2875550091266632,0.0706329420208931,0.07692874222993851,0.03246539222148978,0.07959789057350034,0.17369808833223468,0.9510062429718097,0.6153728111001391,0.8170632827949901,0.6631022843867324,0.09783254563808441,0.10766380280256271,0.0512524719841793,0.11634805537244562,0.22709294660514173,0.9541018780617059,0.6249904883667147,0.8315622940013183,0.6758843795871008,0.07546219974756241,0.08237957954406738,0.03394858272907053,0.08882663150955834,0.1825972313777192,0.9504892266728708,0.6179068363588319,0.8345649307844429,0.6677286407938877
91,"no_changes,all_inverse_edges,universal_edges",273,273,3,0.22512973099946976,0,9,,0.08899070819218953,4.705951290903613,1,0.11140912026166916,1,0.1957956850528717,1,0.3681843876838684,,,,,,,,,,,,,,,,,,,,,,,,,,,
