super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v2,val_loss_v2,train_loss_v3,val_loss_v3,train_loss_v4,val_loss_v4
11,"v1,v2,v3,v4",44,132,3,132,44,0.0025896301958709955,0.4977807328104973,0.4107625037431717,0.24589439085684717,0.0026955943321809173,0.48392370343208313,0.0019855407687524953,0.535691499710083,0.002420834692505499,0.5025395154953003,0.0032565509900450706,0.4689682126045227
12,"v1,v2,v3,v4",48,144,3,144,48,0.001980654604267329,0.5005466789007187,0.4107625037431717,0.24621857493184507,0.0030223064435025058,0.4914555251598358,0.0010961991890023153,0.529188871383667,0.0014539144467562437,0.48448002338409424,0.0023501983378082514,0.4970622956752777
13,"v4,v2,v3,v1",52,156,3,156,52,0.0023804441346631697,0.5799577534198761,0.4107625037431717,0.24598416592925787,0.002306166415413221,0.5434538722038269,0.0019273704383522272,0.6428996324539185,0.001742272909420232,0.576370358467102,0.0035459667754669986,0.557107150554657
14,"v2,v4,v1,v3",56,168,3,168,56,0.001865468148025684,0.5298012420535088,0.4107625037431717,0.24702543788589537,0.0016378466971218586,0.4935806095600128,0.0015513353670636814,0.5938192009925842,0.001997568159519384,0.5293235778808594,0.002275122368397812,0.5024815797805786
15,"v2,v4,v3,v1",60,180,3,180,60,0.0024939929135143757,0.5395410731434822,0.4107625037431717,0.2437947851140052,0.0032813016635676226,0.5258582234382629,0.001732565462589264,0.5809603929519653,0.003394282034908732,0.551884651184082,0.0015678224929918845,0.49946102499961853
16,"v2,v1,v3,v4",64,192,3,192,64,0.0017954810415782656,0.48387518525123596,0.4107625037431717,0.24490024102851748,0.002817534375935793,0.5382336974143982,0.0012306583812460303,0.45192915201187134,0.0018938978901132941,0.4729131758213043,0.0012398335190179448,0.47242471575737
17,"v2,v1,v3,v4",68,204,3,204,68,0.0020842028219097606,0.5216079354286194,0.4107625037431717,0.24553968501277268,0.001863024604972452,0.5045720338821411,0.0024972317623905838,0.562686562538147,0.0019936973306660852,0.5328962802886963,0.001982857589609921,0.48627686500549316
18,"v4,v3,v1,v2",72,216,3,216,72,0.0014616858485775688,0.5164228975772858,0.4107625037431717,0.24454962206073105,0.0014195387387493004,0.5018171668052673,0.0011201034067198634,0.5512545704841614,0.002539294228578607,0.5550975799560547,0.0007678070202625046,0.45752227306365967
19,"v4,v2,v3,v1",76,228,3,228,76,0.0015747992874821646,0.5358998328447342,0.4107625037431717,0.2452249201014638,0.0017715437182535727,0.5397091507911682,0.0013470012151325743,0.5484195947647095,0.0020207701406131187,0.5775273442268372,0.0011598820759293933,0.4779432415962219
20,"v3,v4,v1,v2",80,240,3,240,80,0.0010572835853963625,0.4938380867242813,0.4107625037431717,0.24425948783755302,0.0017755628796294332,0.5139499306678772,0.0003828457847703248,0.48716333508491516,0.0011383319118370612,0.5122029185295105,0.0009323937653486306,0.4620361626148224
21,"v4,v1,v2,v3",84,252,3,252,84,0.0015998201100349736,0.5808620750904083,0.4107625037431717,0.24455413199029863,0.0015792882089347888,0.5934820175170898,0.000921149020238469,0.5872040390968323,0.0030618395345906415,0.5905705690383911,0.000837003676375995,0.5521916747093201
